"img","x_pos","y_pos"
"../data/imgs/P005895.jpg",0.6649285,0.7882056
"../data/imgs/P000735.jpg",0.2509867,0.34084114
"../data/imgs/P005665.jpg",0.8325472,0.68666124
"../data/imgs/P003214.jpg",0.6692597,0.27104387
"../data/imgs/P001403.jpg",0.53755885,0.22834308
"../data/imgs/P001365.jpg",0.5240369,0.7233367
"../data/imgs/P007714.jpg",0.35826406,0.43664604
"../data/imgs/P003566.jpg",0.6611454,0.65993035
"../data/imgs/P004209.jpg",0.60639626,0.51105547
"../data/imgs/P005117.jpg",0.6302043,0.67287856
"../data/imgs/P002678.jpg",0.51896644,0.1396071
"../data/imgs/P001371.jpg",0.7921876,0.70198
"../data/imgs/P007700.jpg",0.7047504,0.64475983
"../data/imgs/P000709.jpg",0.7236295,0.44343504
"../data/imgs/P007066.jpg",0.060190335,0.2191312
"../data/imgs/P006378.jpg",0.88182575,0.46586338
"../data/imgs/P001417.jpg",0.8496337,0.2304697
"../data/imgs/P005671.jpg",0.9956842,0.48865792
"../data/imgs/P004584.jpg",0.78787524,0.52015835
"../data/imgs/P005842.jpg",0.14399563,0.48529065
"../data/imgs/P006393.jpg",0.37193036,0.35668924
"../data/imgs/P007933.jpg",0.7648562,0.19226694
"../data/imgs/P002693.jpg",0.037968203,0.47533575
"../data/imgs/P002687.jpg",0.45256,0.28611258
"../data/imgs/P000090.jpg",0.72310925,0.43366453
"../data/imgs/P007927.jpg",0.4891838,0.5260451
"../data/imgs/P006387.jpg",0.59451044,0.37434474
"../data/imgs/P007099.jpg",0.42708388,0.15435857
"../data/imgs/P005856.jpg",0.93026555,0.529767
"../data/imgs/P000906.jpg",0.7840983,0.16652039
"../data/imgs/P002877.jpg",0.4003469,0.55013037
"../data/imgs/P002863.jpg",0.022984203,0.23413382
"../data/imgs/P000912.jpg",0.7725361,0.18077783
"../data/imgs/P006224.jpg",0.5918113,0.32933983
"../data/imgs/P008209.jpg",0.7614366,0.42661488
"../data/imgs/P000655.jpg",0.43894142,0.7430457
"../data/imgs/P004433.jpg",0.64872575,0.55374193
"../data/imgs/P002042.jpg",0.76486766,0.30543143
"../data/imgs/P002724.jpg",0.5510756,0.4352295
"../data/imgs/P004355.jpg",0.47612795,0.33698264
"../data/imgs/P000133.jpg",0.3215243,0.48497313
"../data/imgs/P006542.jpg",0.6375251,0.6446907
"../data/imgs/P007884.jpg",0.60558337,0.24633941
"../data/imgs/P000127.jpg",0.31690684,0.4936641
"../data/imgs/P007648.jpg",0.68576396,0.58716273
"../data/imgs/P006556.jpg",0.10292113,0.5191809
"../data/imgs/P007890.jpg",0.9304683,0.43078238
"../data/imgs/P001239.jpg",0.3568861,0.38058883
"../data/imgs/P004341.jpg",0.77098686,0.68649507
"../data/imgs/P003348.jpg",0.31632692,0.4302705
"../data/imgs/P004427.jpg",0.33666667,0.46569985
"../data/imgs/P005739.jpg",0.41871235,0.17989464
"../data/imgs/P002056.jpg",0.4676391,0.18293785
"../data/imgs/P006230.jpg",0.8178848,0.17398536
"../data/imgs/P000641.jpg",0.79954857,0.5275211
"../data/imgs/P005711.jpg",0.33917934,0.5810263
"../data/imgs/P001577.jpg",0.6712008,0.5249127
"../data/imgs/P006218.jpg",0.2369413,0.56382674
"../data/imgs/P008235.jpg",0.23388724,0.71227646
"../data/imgs/P000669.jpg",0.06515365,0.23731399
"../data/imgs/P007660.jpg",0.40795526,0.3165521
"../data/imgs/P001211.jpg",0.6159832,0.25070974
"../data/imgs/P005077.jpg",0.36457124,0.570353
"../data/imgs/P004369.jpg",0.878117,0.5460881
"../data/imgs/P003406.jpg",0.119466946,0.46926555
"../data/imgs/P003412.jpg",0.07036011,0.58572805
"../data/imgs/P007674.jpg",0.5916271,0.38202175
"../data/imgs/P001205.jpg",0.178245,0.7123772
"../data/imgs/P001563.jpg",0.65696317,0.5307408
"../data/imgs/P008221.jpg",0.35141966,0.6159694
"../data/imgs/P007112.jpg",0.5661521,0.5841765
"../data/imgs/P003374.jpg",0.7547224,0.58602726
"../data/imgs/P005705.jpg",0.76606715,0.6286551
"../data/imgs/P002081.jpg",0.6731716,0.38473785
"../data/imgs/P005936.jpg",0.22434017,0.43587744
"../data/imgs/P000696.jpg",0.3541315,0.58713406
"../data/imgs/P001588.jpg",0.7658107,0.42669466
"../data/imgs/P006581.jpg",0.13614964,0.5962272
"../data/imgs/P007847.jpg",0.6622391,0.754014
"../data/imgs/P004396.jpg",0.7420759,0.37253478
"../data/imgs/P005088.jpg",0.52816594,0.32199994
"../data/imgs/P004382.jpg",0.90678406,0.5232783
"../data/imgs/P007853.jpg",0.35189185,0.6190427
"../data/imgs/P000682.jpg",0.46794364,0.7774144
"../data/imgs/P002095.jpg",0.7105046,0.38839114
"../data/imgs/P000872.jpg",0.49816722,0.59216017
"../data/imgs/P002903.jpg",0.4222456,0.41922146
"../data/imgs/P002917.jpg",0.6783161,0.7442349
"../data/imgs/P000866.jpg",0.031597443,0.24544258
"../data/imgs/P006740.jpg",0.6582664,0.51902
"../data/imgs/P000331.jpg",0.69054973,0.44633085
"../data/imgs/P006998.jpg",0.34338477,0.51486874
"../data/imgs/P005249.jpg",0.5011296,0.49945134
"../data/imgs/P002526.jpg",0.3576112,0.43543944
"../data/imgs/P002240.jpg",0.21475437,0.62954986
"../data/imgs/P000457.jpg",0.8473635,0.45135298
"../data/imgs/P001991.jpg",0.83257294,0.21098824
"../data/imgs/P007338.jpg",0.45025522,0.4009016
"../data/imgs/P006026.jpg",0.61294127,0.3445557
"../data/imgs/P001749.jpg",0.61508405,0.57946604
"../data/imgs/P000443.jpg",0.17077872,0.43221533
"../data/imgs/P006032.jpg",0.75088227,0.65719205
"../data/imgs/P002254.jpg",0.86741567,0.37678024
"../data/imgs/P004625.jpg",0.5385282,0.30691624
"../data/imgs/P004143.jpg",0.6100307,0.600958
"../data/imgs/P002532.jpg",0.3884898,0.2984831
"../data/imgs/P006754.jpg",0.7778842,0.36570346
"../data/imgs/P000325.jpg",0.3161512,0.77628505
"../data/imgs/P005275.jpg",0.4871126,0.43998638
"../data/imgs/P007462.jpg",0.8126953,0.7578432
"../data/imgs/P008037.jpg",0.59466034,0.21324867
"../data/imgs/P001775.jpg",0.7623605,0.22240093
"../data/imgs/P005513.jpg",0.28851706,0.7960856
"../data/imgs/P003162.jpg",0.25103655,0.7133459
"../data/imgs/P002268.jpg",0.5482953,0.49349692
"../data/imgs/P004619.jpg",0.5826546,0.22094291
"../data/imgs/P003176.jpg",0.5847673,0.7237903
"../data/imgs/P008023.jpg",0.5213956,0.24300192
"../data/imgs/P001761.jpg",0.72456664,0.53665596
"../data/imgs/P001007.jpg",0.5159889,0.69248664
"../data/imgs/P006768.jpg",0.7696986,0.7065092
"../data/imgs/P007476.jpg",0.82504964,0.33214557
"../data/imgs/P000319.jpg",0.474786,0.7548371
"../data/imgs/P005261.jpg",0.5318117,0.4207682
"../data/imgs/P003823.jpg",0.55972606,0.5654636
"../data/imgs/P004194.jpg",0.030397436,0.2395909
"../data/imgs/P006783.jpg",0.59575176,0.38450515
"../data/imgs/P000494.jpg",0.56518734,0.40606177
"../data/imgs/P001952.jpg",0.4778729,0.24385607
"../data/imgs/P002283.jpg",0.5607746,0.27486545
"../data/imgs/P003189.jpg",0.3421444,0.4832764
"../data/imgs/P002297.jpg",0.2989214,0.7194484
"../data/imgs/P000480.jpg",0.35203093,0.498162
"../data/imgs/P001946.jpg",0.21401899,0.4436402
"../data/imgs/P006797.jpg",0.61889744,0.7387366
"../data/imgs/P004180.jpg",0.8843038,0.3912819
"../data/imgs/P004816.jpg",0.92210996,0.5038118
"../data/imgs/P006973.jpg",0.84834284,0.4624728
"../data/imgs/P006965.jpg",0.82121706,0.4971226
"../data/imgs/P006971.jpg",0.52880454,0.33077934
"../data/imgs/P004800.jpg",0.44568786,0.5536194
"../data/imgs/P001978.jpg",0.1423481,0.5627765
"../data/imgs/P004828.jpg",0.8025433,0.5851026
"../data/imgs/P002281.jpg",0.226939,0.5335458
"../data/imgs/P001950.jpg",0.23181969,0.3500792
"../data/imgs/P001788.jpg",0.6584734,0.4711577
"../data/imgs/P006781.jpg",0.46992567,0.5575099
"../data/imgs/P004196.jpg",0.05947687,0.22886834
"../data/imgs/P003821.jpg",0.78029066,0.40848896
"../data/imgs/P006795.jpg",0.67706615,0.33626223
"../data/imgs/P001944.jpg",0.52172786,0.10408636
"../data/imgs/P000482.jpg",0.39369258,0.6454802
"../data/imgs/P006018.jpg",0.79737407,0.6894505
"../data/imgs/P007306.jpg",0.28409585,0.3504342
"../data/imgs/P008035.jpg",0.8406154,0.39074883
"../data/imgs/P000469.jpg",0.35050234,0.78223264
"../data/imgs/P007460.jpg",0.2162691,0.7155072
"../data/imgs/P002518.jpg",0.053588767,0.46664008
"../data/imgs/P005277.jpg",0.45784548,0.71543187
"../data/imgs/P004169.jpg",0.23918928,0.26964825
"../data/imgs/P005263.jpg",0.5989503,0.48158428
"../data/imgs/P003612.jpg",0.3845368,0.15330411
"../data/imgs/P007474.jpg",0.13751875,0.44169953
"../data/imgs/P001005.jpg",0.8065548,0.4574649
"../data/imgs/P001763.jpg",0.607114,0.7790812
"../data/imgs/P008021.jpg",0.3805491,0.2865255
"../data/imgs/P003174.jpg",0.33857733,0.76137877
"../data/imgs/P005505.jpg",0.53518593,0.7144115
"../data/imgs/P006024.jpg",0.89924127,0.47214773
"../data/imgs/P008009.jpg",0.41667193,0.28559718
"../data/imgs/P001993.jpg",0.8417572,0.2174693
"../data/imgs/P004633.jpg",0.4447992,0.40874073
"../data/imgs/P002242.jpg",0.76814836,0.4513639
"../data/imgs/P002524.jpg",0.68804,0.44668767
"../data/imgs/P004155.jpg",0.4363167,0.5357301
"../data/imgs/P000333.jpg",0.42599294,0.60343933
"../data/imgs/P006742.jpg",0.541271,0.6229544
"../data/imgs/P000327.jpg",0.10632682,0.495148
"../data/imgs/P007448.jpg",0.90310097,0.41296083
"../data/imgs/P006756.jpg",0.8286295,0.5425105
"../data/imgs/P001039.jpg",0.46141797,0.536984
"../data/imgs/P002530.jpg",0.10905066,0.4370462
"../data/imgs/P004141.jpg",0.3380256,0.7193903
"../data/imgs/P003148.jpg",0.15651497,0.5074951
"../data/imgs/P004627.jpg",0.41779009,0.38755974
"../data/imgs/P005539.jpg",0.775691,0.7864284
"../data/imgs/P002256.jpg",0.8281162,0.4615424
"../data/imgs/P006030.jpg",0.3443517,0.3592473
"../data/imgs/P001987.jpg",0.7531147,0.6796788
"../data/imgs/P000441.jpg",0.31657186,0.47731817
"../data/imgs/P002901.jpg",0.21179892,0.5623762
"../data/imgs/P005908.jpg",0.50773484,0.30928648
"../data/imgs/P000870.jpg",0.22122478,0.46179345
"../data/imgs/P000864.jpg",0.18173772,0.45890674
"../data/imgs/P002915.jpg",0.4023473,0.52985877
"../data/imgs/P004394.jpg",0.76829463,0.41205963
"../data/imgs/P007845.jpg",0.27601865,0.6769107
"../data/imgs/P000694.jpg",0.6403188,0.6815272
"../data/imgs/P005934.jpg",0.59467936,0.3379351
"../data/imgs/P002083.jpg",0.8527855,0.45296028
"../data/imgs/P003389.jpg",0.7350209,0.47059417
"../data/imgs/P005920.jpg",0.21798237,0.41438025
"../data/imgs/P002097.jpg",0.16540669,0.59364176
"../data/imgs/P000858.jpg",0.5794448,0.69203097
"../data/imgs/P000680.jpg",0.1419398,0.35399705
"../data/imgs/P007689.jpg",0.46575385,0.20219792
"../data/imgs/P006597.jpg",0.92569244,0.44165125
"../data/imgs/P002929.jpg",0.17966588,0.36279044
"../data/imgs/P004380.jpg",0.9072432,0.5550837
"../data/imgs/P003404.jpg",0.12530719,0.5219498
"../data/imgs/P005075.jpg",0.27710882,0.4107799
"../data/imgs/P001213.jpg",0.6986599,0.4141904
"../data/imgs/P007662.jpg",0.11513758,0.49289232
"../data/imgs/P008237.jpg",0.5508814,0.68339
"../data/imgs/P007104.jpg",0.22363332,0.61105776
"../data/imgs/P001575.jpg",0.63030875,0.5802665
"../data/imgs/P005713.jpg",0.22715078,0.5194701
"../data/imgs/P003362.jpg",0.1180467,0.42759234
"../data/imgs/P002068.jpg",0.9626112,0.50798583
"../data/imgs/P005707.jpg",0.9713928,0.47017923
"../data/imgs/P004419.jpg",0.7607819,0.41212353
"../data/imgs/P008223.jpg",0.3517176,0.5751513
"../data/imgs/P007110.jpg",0.43146518,0.61294127
"../data/imgs/P001561.jpg",0.12559518,0.4570175
"../data/imgs/P001207.jpg",0.33983365,0.4298825
"../data/imgs/P007676.jpg",0.7915614,0.7456939
